2026-08-10 05:14:53,697 | 41702 | 4613633536 | [open_context_base.py:410] _init_connect_sync: New connect ready: conn=7492433267534364893(1) context=<futu.quote.open_quote_context.OpenQuoteContext object at 0x10c34fa30>
2026-08-10 12:25:27,884 | 50770 | 4660352512 | [open_context_base.py:410] _init_connect_sync: New connect ready: conn=7492541623846258092(1) context=<futu.quote.open_quote_context.OpenQuoteContext object at 0x11fccc520>
2026-08-10 14:16:31,242 | 53019 | 4376536576 | [open_context_base.py:410] _init_connect_sync: New connect ready: conn=7492569572128807073(1) context=<futu.quote.open_quote_context.OpenQuoteContext object at 0x1198a0520>
[US.TSLA] snapshot saved: 2144 contracts -> US_TSLA_2026-08-10.csv
[US.NVDA] snapshot saved: 1236 contracts -> US_NVDA_2026-08-10.csv
watching 24 contracts, polling every 30s. Ctrl-C to stop.

loaded 9925 previously-seen ticks from disk
18:15:14  new ticks: 0  (cumulative unique: 42044)
18:15:44  new ticks: 0  (cumulative unique: 42044)
18:16:14  new ticks: 0  (cumulative unique: 42044)
18:16:44  new ticks: 0  (cumulative unique: 42044)
18:17:14  new ticks: 0  (cumulative unique: 42044)
18:17:44  new ticks: 0  (cumulative unique: 42044)
18:18:14  new ticks: 0  (cumulative unique: 42044)
18:19:14  new ticks: 0  (cumulative unique: 42044)
18:19:44  new ticks: 0  (cumulative unique: 42044)
18:21:13  new ticks: 1236  (cumulative unique: 43280)
18:21:51  new ticks: 365  (cumulative unique: 43645)
18:22:22  new ticks: 94  (cumulative unique: 43739)
18:22:54  new ticks: 59  (cumulative unique: 43798)
18:23:25  new ticks: 44  (cumulative unique: 43842)
18:23:57  new ticks: 28  (cumulative unique: 43870)
18:24:28  new ticks: 46  (cumulative unique: 43916)
18:25:00  new ticks: 61  (cumulative unique: 43977)
18:25:31  new ticks: 73  (cumulative unique: 44050)
18:26:03  new ticks: 35  (cumulative unique: 44085)
18:26:34  new ticks: 40  (cumulative unique: 44125)
18:27:06  new ticks: 30  (cumulative unique: 44155)
18:27:37  new ticks: 41  (cumulative unique: 44196)
18:28:09  new ticks: 38  (cumulative unique: 44234)
18:28:40  new ticks: 55  (cumulative unique: 44289)
18:29:12  new ticks: 46  (cumulative unique: 44335)
18:29:43  new ticks: 31  (cumulative unique: 44366)
18:30:15  new ticks: 34  (cumulative unique: 44400)
18:30:46  new ticks: 35  (cumulative unique: 44435)
18:31:18  new ticks: 29  (cumulative unique: 44464)
18:31:49  new ticks: 61  (cumulative unique: 44525)
18:32:21  new ticks: 56  (cumulative unique: 44581)
18:32:52  new ticks: 47  (cumulative unique: 44628)
18:33:24  new ticks: 56  (cumulative unique: 44684)
18:33:55  new ticks: 52  (cumulative unique: 44736)
18:34:27  new ticks: 45  (cumulative unique: 44781)
18:34:58  new ticks: 30  (cumulative unique: 44811)
18:35:30  new ticks: 77  (cumulative unique: 44888)
18:36:01  new ticks: 79  (cumulative unique: 44967)
18:36:33  new ticks: 75  (cumulative unique: 45042)
18:37:04  new ticks: 53  (cumulative unique: 45095)
18:37:36  new ticks: 47  (cumulative unique: 45142)
18:38:07  new ticks: 48  (cumulative unique: 45190)
18:38:39  new ticks: 56  (cumulative unique: 45246)
18:39:10  new ticks: 33  (cumulative unique: 45279)
18:39:42  new ticks: 36  (cumulative unique: 45315)
18:40:13  new ticks: 34  (cumulative unique: 45349)
18:40:45  new ticks: 38  (cumulative unique: 45387)
18:41:16  new ticks: 29  (cumulative unique: 45416)
18:41:48  new ticks: 49  (cumulative unique: 45465)
18:42:19  new ticks: 37  (cumulative unique: 45502)
18:42:51  new ticks: 28  (cumulative unique: 45530)
18:43:22  new ticks: 43  (cumulative unique: 45573)
18:43:54  new ticks: 30  (cumulative unique: 45603)
18:44:25  new ticks: 35  (cumulative unique: 45638)
18:44:57  new ticks: 30  (cumulative unique: 45668)
18:45:28  new ticks: 38  (cumulative unique: 45706)
18:46:00  new ticks: 29  (cumulative unique: 45735)
18:46:31  new ticks: 27  (cumulative unique: 45762)
18:47:03  new ticks: 37  (cumulative unique: 45799)
18:47:34  new ticks: 34  (cumulative unique: 45833)
18:48:06  new ticks: 28  (cumulative unique: 45861)
18:48:37  new ticks: 36  (cumulative unique: 45897)
18:49:09  new ticks: 37  (cumulative unique: 45934)
18:49:40  new ticks: 42  (cumulative unique: 45976)
18:50:12  new ticks: 32  (cumulative unique: 46008)
18:50:44  new ticks: 40  (cumulative unique: 46048)
18:51:15  new ticks: 32  (cumulative unique: 46080)
18:51:47  new ticks: 29  (cumulative unique: 46109)
18:52:18  new ticks: 20  (cumulative unique: 46129)
18:52:50  new ticks: 29  (cumulative unique: 46158)
18:53:21  new ticks: 17  (cumulative unique: 46175)
18:53:53  new ticks: 21  (cumulative unique: 46196)
18:54:24  new ticks: 22  (cumulative unique: 46218)
18:54:56  new ticks: 45  (cumulative unique: 46263)
18:55:27  new ticks: 33  (cumulative unique: 46296)
18:55:59  new ticks: 36  (cumulative unique: 46332)
18:56:30  new ticks: 45  (cumulative unique: 46377)
18:57:02  new ticks: 21  (cumulative unique: 46398)
18:57:33  new ticks: 20  (cumulative unique: 46418)
18:58:05  new ticks: 29  (cumulative unique: 46447)
18:58:36  new ticks: 39  (cumulative unique: 46486)
18:59:08  new ticks: 29  (cumulative unique: 46515)
18:59:39  new ticks: 19  (cumulative unique: 46534)
19:00:11  new ticks: 27  (cumulative unique: 46561)
19:00:42  new ticks: 29  (cumulative unique: 46590)
19:01:14  new ticks: 66  (cumulative unique: 46656)
19:01:45  new ticks: 29  (cumulative unique: 46685)
19:02:17  new ticks: 51  (cumulative unique: 46736)
19:02:48  new ticks: 43  (cumulative unique: 46779)
19:03:20  new ticks: 44  (cumulative unique: 46823)
19:03:52  new ticks: 56  (cumulative unique: 46879)
19:04:23  new ticks: 41  (cumulative unique: 46920)
19:04:55  new ticks: 31  (cumulative unique: 46951)
19:05:26  new ticks: 52  (cumulative unique: 47003)
19:05:58  new ticks: 54  (cumulative unique: 47057)
19:06:29  new ticks: 26  (cumulative unique: 47083)
19:07:01  new ticks: 35  (cumulative unique: 47118)
19:07:32  new ticks: 31  (cumulative unique: 47149)
19:08:04  new ticks: 36  (cumulative unique: 47185)
19:08:35  new ticks: 47  (cumulative unique: 47232)
19:09:07  new ticks: 44  (cumulative unique: 47276)
19:09:38  new ticks: 38  (cumulative unique: 47314)
19:10:10  new ticks: 27  (cumulative unique: 47341)
19:10:41  new ticks: 51  (cumulative unique: 47392)
19:11:13  new ticks: 34  (cumulative unique: 47426)
19:11:44  new ticks: 75  (cumulative unique: 47501)
19:12:16  new ticks: 31  (cumulative unique: 47532)
19:12:47  new ticks: 55  (cumulative unique: 47587)
19:13:19  new ticks: 37  (cumulative unique: 47624)
19:13:51  new ticks: 31  (cumulative unique: 47655)
19:14:22  new ticks: 26  (cumulative unique: 47681)
19:14:54  new ticks: 29  (cumulative unique: 47710)
19:15:25  new ticks: 36  (cumulative unique: 47746)
19:15:57  new ticks: 39  (cumulative unique: 47785)
19:16:28  new ticks: 36  (cumulative unique: 47821)
19:17:00  new ticks: 86  (cumulative unique: 47907)
19:17:31  new ticks: 47  (cumulative unique: 47954)
19:18:03  new ticks: 15  (cumulative unique: 47969)
19:18:34  new ticks: 21  (cumulative unique: 47990)
19:19:06  new ticks: 21  (cumulative unique: 48011)
19:19:38  new ticks: 35  (cumulative unique: 48046)
19:20:09  new ticks: 22  (cumulative unique: 48068)
19:20:41  new ticks: 27  (cumulative unique: 48095)
19:21:12  new ticks: 23  (cumulative unique: 48118)
19:21:44  new ticks: 25  (cumulative unique: 48143)
19:22:15  new ticks: 20  (cumulative unique: 48163)
19:22:47  new ticks: 23  (cumulative unique: 48186)
19:23:18  new ticks: 16  (cumulative unique: 48202)
19:23:50  new ticks: 23  (cumulative unique: 48225)
19:24:21  new ticks: 19  (cumulative unique: 48244)
19:24:53  new ticks: 32  (cumulative unique: 48276)
19:25:24  new ticks: 24  (cumulative unique: 48300)
19:25:56  new ticks: 32  (cumulative unique: 48332)
19:26:28  new ticks: 21  (cumulative unique: 48353)
19:26:59  new ticks: 33  (cumulative unique: 48386)
19:27:31  new ticks: 27  (cumulative unique: 48413)
19:28:02  new ticks: 33  (cumulative unique: 48446)
19:28:34  new ticks: 31  (cumulative unique: 48477)
19:29:05  new ticks: 50  (cumulative unique: 48527)
19:29:37  new ticks: 54  (cumulative unique: 48581)
19:30:08  new ticks: 45  (cumulative unique: 48626)
19:30:40  new ticks: 47  (cumulative unique: 48673)
19:31:11  new ticks: 49  (cumulative unique: 48722)
19:31:43  new ticks: 41  (cumulative unique: 48763)
19:32:14  new ticks: 42  (cumulative unique: 48805)
19:32:46  new ticks: 53  (cumulative unique: 48858)
19:33:18  new ticks: 41  (cumulative unique: 48899)
19:33:49  new ticks: 53  (cumulative unique: 48952)
19:34:21  new ticks: 32  (cumulative unique: 48984)
19:34:52  new ticks: 115  (cumulative unique: 49099)
19:35:24  new ticks: 46  (cumulative unique: 49145)
19:35:55  new ticks: 40  (cumulative unique: 49185)
19:36:27  new ticks: 39  (cumulative unique: 49224)
19:36:58  new ticks: 38  (cumulative unique: 49262)
19:37:30  new ticks: 57  (cumulative unique: 49319)
19:38:02  new ticks: 41  (cumulative unique: 49360)
19:38:33  new ticks: 50  (cumulative unique: 49410)
19:39:05  new ticks: 38  (cumulative unique: 49448)
19:39:36  new ticks: 35  (cumulative unique: 49483)
19:40:08  new ticks: 44  (cumulative unique: 49527)
19:40:39  new ticks: 34  (cumulative unique: 49561)
19:41:11  new ticks: 46  (cumulative unique: 49607)
19:41:42  new ticks: 39  (cumulative unique: 49646)
19:42:14  new ticks: 47  (cumulative unique: 49693)
19:42:46  new ticks: 113  (cumulative unique: 49806)
19:43:17  new ticks: 47  (cumulative unique: 49853)
19:43:49  new ticks: 43  (cumulative unique: 49896)
19:44:20  new ticks: 34  (cumulative unique: 49930)
19:44:52  new ticks: 42  (cumulative unique: 49972)
19:45:23  new ticks: 44  (cumulative unique: 50016)
19:45:55  new ticks: 49  (cumulative unique: 50065)
19:46:26  new ticks: 43  (cumulative unique: 50108)
19:46:58  new ticks: 80  (cumulative unique: 50188)
19:47:30  new ticks: 30  (cumulative unique: 50218)
19:48:01  new ticks: 30  (cumulative unique: 50248)
19:48:33  new ticks: 44  (cumulative unique: 50292)
19:49:04  new ticks: 53  (cumulative unique: 50345)
19:49:36  new ticks: 35  (cumulative unique: 50380)
19:50:07  new ticks: 36  (cumulative unique: 50416)
19:50:39  new ticks: 37  (cumulative unique: 50453)
19:51:11  new ticks: 33  (cumulative unique: 50486)
19:51:42  new ticks: 34  (cumulative unique: 50520)
19:52:14  new ticks: 42  (cumulative unique: 50562)
19:52:45  new ticks: 30  (cumulative unique: 50592)
19:53:17  new ticks: 34  (cumulative unique: 50626)
19:53:49  new ticks: 23  (cumulative unique: 50649)
19:54:20  new ticks: 44  (cumulative unique: 50693)
19:54:52  new ticks: 37  (cumulative unique: 50730)
19:55:24  new ticks: 39  (cumulative unique: 50769)
19:55:55  new ticks: 34  (cumulative unique: 50803)
19:56:27  new ticks: 25  (cumulative unique: 50828)
19:56:58  new ticks: 37  (cumulative unique: 50865)
19:57:30  new ticks: 62  (cumulative unique: 50927)
19:58:02  new ticks: 68  (cumulative unique: 50995)
19:58:33  new ticks: 77  (cumulative unique: 51072)
19:59:05  new ticks: 81  (cumulative unique: 51153)
19:59:37  new ticks: 51  (cumulative unique: 51204)
20:00:08  new ticks: 82  (cumulative unique: 51286)
20:00:40  new ticks: 70  (cumulative unique: 51356)
20:01:12  new ticks: 66  (cumulative unique: 51422)
20:01:43  new ticks: 87  (cumulative unique: 51509)
20:02:15  new ticks: 53  (cumulative unique: 51562)
20:02:46  new ticks: 88  (cumulative unique: 51650)
